0,278057;1
0,179022;2
0,147155;3
0,138146;4
0,135496;5
0,134682;6
0,134436;7
0,134393;8
0,134448;9
0,134568;10
0,134746;11
0,134982;12
0,135276;13
0,135632;14
0,136052;15
0,136541;16
0,137102;17
0,137739;18
0,138454;19
0,13925;20
0,140126;21
0,141081;22
0,142108;23
0,143198;24
0,144339;25
0,145511;26
0,146693;27
0,14786;28
0,148983;29
0,150037;30
0,150994;31
0,151832;32
0,152532;33
0,153084;34
0,153481;35
0,153724;36
0,153818;37
0,153775;38
0,153608;39
0,153332;40
0,152962;41
0,152513;42
0,151998;43
0,151428;44
0,150812;45
0,150156;46
0,149467;47
0,148745;48
0,147992;49
0,147207;50
0,146388;51
0,14553;52
0,144627;53
0,143672;54
0,142656;55
0,141568;56
0,140397;57
0,139131;58
0,137758;59
0,136267;60
0,134648;61
0,132886;62
0,130966;63
0,128864;64
0,126547;65
0,123971;66
0,121085;67
0,117834;68
0,114172;69
0,110065;70
0,105511;71
0,100539;72
0,095214;73
0,08963;74
0,083901;75
0,078143;76
0,072466;77
0,066964;78
0,061712;79
0,056763;80
0,052149;81
0,047884;82
0,043972;83
0,040402;84
0,037158;85
0,034218;86
0,03156;87
0,029158;88
0,026988;89
0,025027;90
0,023254;91
0,021649;92
0,020193;93
0,018871;94
0,017667;95
0,01657;96
0,015568;97
0,014651;98
0,01381;99
0,013038;100
0,012326;101
0,01167;102
0,011063;103
0,010502;104
0,009981;105
0,009498;106
0,009048;107
0,008628;108
0,008237;109
0,007871;110
0,007528;111
0,007207;112
0,006906;113
0,006623;114
0,006356;115
0,006105;116
0,005869;117
0,005645;118
0,005434;119
0,005234;120
0,005045;121
0,004866;122
0,004696;123
0,004534;124
0,004381;125
0,004235;126
0,004096;127
0,003963;128
0,003837;129
0,003716;130
0,003601;131
0,003491;132
0,003386;133
0,003286;134
0,00319;135
0,003098;136
0,003009;137
0,002925;138
0,002843;139
0,002765;140
0,00269;141
0,002618;142
0,002549;143
0,002482;144
0,002418;145
0,002357;146
0,002297;147
0,00224;148
0,002185;149
0,002131;150
0,00208;151
0,00203;152
0,001982;153
0,001936;154
0,001891;155
0,001848;156
0,001806;157
0,001766;158
0,001726;159
0,001689;160
0,001652;161
0,001616;162
0,001582;163
0,001548;164
0,001516;165
0,001484;166
0,001454;167
0,001424;168
0,001396;169
0,001368;170
0,001341;171
0,001314;172
0,001289;173
0,001264;174
0,001239;175
0,001216;176
0,001193;177
0,001171;178
0,001149;179
0,001128;180
0,001108;181
0,001088;182
0,001068;183
0,001049;184
0,001031;185
0,001012;186
0,000995;187
0,000978;188
0,000961;189
0,000945;190
0,000929;191
0,000913;192
0,000898;193
0,000883;194
0,000869;195
0,000855;196
0,000841;197
0,000828;198
0,000814;199
0,000802;200
0,000789;201
0,000777;202
0,000765;203
0,000753;204
0,000742;205
0,00073;206
0,000719;207
0,000709;208
0,000698;209
0,000688;210
0,000678;211
0,000668;212
0,000658;213
0,000649;214
0,000639;215
0,00063;216
0,000621;217
0,000613;218
0,000604;219
0,000596;220
0,000588;221
0,00058;222
0,000572;223
0,000564;224
0,000556;225
0,000549;226
0,000542;227
0,000535;228
0,000528;229
0,000521;230
0,000514;231
0,000507;232
0,000501;233
